xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 1100100010000111101000111011001011000100100011111010100010100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000100001111010001110110010110001001000111110101000101001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001000011110100011101100101100010010001111101010001010011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010000111101000111011001011000100100011111010100010100110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100001111010001110110010110001001000111110101000101001101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000011110100011101100101100010010001111101010001010011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000111101000111011001011000100100011111010100010100110100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001111010001110110010110001001000111110101000101001101001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110100011101100101100010010001111101010001010011010010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111101000111011001011000100100011111010100010100110100101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111010001110110010110001001000111110101000101001101001010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110100011101100101100010010001111101010001010011010010101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101000111011001011000100100011111010100010100110100101011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010001110110010110001001000111110101000101001101001010111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100011101100101100010010001111101010001010011010010101110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000111011001011000100100011111010100010100110100101011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001110110010110001001000111110101000101001101001010111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011101100101100010010001111101010001010011010010101110011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111011001011000100100011111010100010100110100101011100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110110010110001001000111110101000101001101001010111001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101100101100010010001111101010001010011010010101110011111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011001011000100100011111010100010100110100101011100111111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110010110001001000111110101000101001101001010111001111110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100101100010010001111101010001010011010010101110011111100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011001011000100100011111010100010100110100101011100111111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110010110001001000111110101000101001101001010111001111110000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100101100010010001111101010001010011010010101110011111100001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011000100100011111010100010100110100101011100111111000010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110001001000111110101000101001101001010111001111110000100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100010010001111101010001010011010010101110011111100001001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000100100011111010100010100110100101011100111111000010011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001001000111110101000101001101001010111001111110000100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100010010001111101010001010011010010101110011111100001001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100100011111010100010100110100101011100111111000010011011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001000111110101000101001101001010111001111110000100110110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010001111101010001010011010010101110011111100001001101101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100011111010100010100110100101011100111111000010011011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000111110101000101001101001010111001111110000100110110100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001111101010001010011010010101110011111100001001101101001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011111010100010100110100101011100111111000010011011010010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111110101000101001101001010111001111110000100110110100100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111101010001010011010010101110011111100001001101101001000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111010100010100110100101011100111111000010011011010010000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111110101000101001101001010111001111110000100110110100100001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101010001010011010010101110011111100001001101101001000010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010100010100110100101011100111111000010011011010010000100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101000101001101001010111001111110000100110110100100001000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010001010011010010101110011111100001001101101001000010001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100010100110100101011100111111000010011011010010000100010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000101001101001010111001111110000100110110100100001000101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001010011010010101110011111100001001101101001000010001011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010100110100101011100111111000010011011010010000100010111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000101001101001010111001111110000100110110100100001000101110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010011010010101110011111100001001101101001000010001011100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100110100101011100111111000010011011010010000100010111001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101001101001010111001111110000100110110100100001000101110011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010011010010101110011111100001001101101001000010001011100110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110100101011100111111000010011011010010000100010111001101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101001010111001111110000100110110100100001000101110011011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010010101110011111100001001101101001000010001011100110110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100101011100111111000010011011010010000100010111001101101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001010111001111110000100110110100100001000101110011011010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010101110011111100001001101101001000010001011100110110101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101011100111111000010011011010010000100010111001101101011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001010111001111110000100110110100100001000101110011011010110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010101110011111100001001101101001000010001011100110110101101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101011100111111000010011011010010000100010111001101101011011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111001111110000100110110100100001000101110011011010110110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110011111100001001101101001000010001011100110110101101100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100111111000010011011010010000100010111001101101011011001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001111110000100110110100100001000101110011011010110110010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111100001001101101001000010001011100110110101101100100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111000010011011010010000100010111001101101011011001001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111110000100110110100100001000101110011011010110110010011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111100001001101101001000010001011100110110101101100100110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111000010011011010010000100010111001101101011011001001100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110000100110110100100001000101110011011010110110010011001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100001001101101001000010001011100110110101101100100110011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111000010011011010010000100010111001101101011011001001100110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000100110110100100001000101110011011010110110010011001101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001001101101001000010001011100110110101101100100110011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010011011010010000100010111001101101011011001001100110100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100110110100100001000101110011011010110110010011001101001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001101101001000010001011100110110101101100100110011010010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010011011010010000100010111001101101011011001001100110100100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110110100100001000101110011011010110110010011001101001001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101101001000010001011100110110101101100100110011010010011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011010010000100010111001101101011011001001100110100100111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110100100001000101110011011010110110010011001101001001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101001000010001011100110110101101100100110011010010011100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010010000100010111001101101011011001001100110100100111001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100100001000101110011011010110110010011001101001001110011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001000010001011100110110101101100100110011010010011100110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010000100010111001101101011011001001100110100100111001100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100001000101110011011010110110010011001101001001110011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000010001011100110110101101100100110011010010011100110000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000100010111001101101011011001001100110100100111001100001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001000101110011011010110110010011001101001001110011000011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010001011100110110101101100100110011010010011100110000110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100010111001101101011011001001100110100100111001100001100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000101110011011010110110010011001101001001110011000011000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001011100110110101101100100110011010010011100110000110001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010111001101101011011001001100110100100111001100001100011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000101110011011010110110010011001101001001110011000011000111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011100110110101101100100110011010010011100110000110001111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010111001101101011011001001100110100100111001100001100011110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101110011011010110110010011001101001001110011000011000111101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011100110110101101100100110011010010011100110000110001111010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001101101011011001001100110100100111001100001100011110101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011011010110110010011001101001001110011000011000111101011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110110101101100100110011010010011100110000110001111010111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101101011011001001100110100100111001100001100011110101111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011010110110010011001101001001110011000011000111101011110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110101101100100110011010010011100110000110001111010111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101011011001001100110100100111001100001100011110101111001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010110110010011001101001001110011000011000111101011110011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101101100100110011010010011100110000110001111010111100111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011011001001100110100100111001100001100011110101111001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010110110010011001101001001110011000011000111101011110011100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101100100110011010010011100110000110001111010111100111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011001001100110100100111001100001100011110101111001110000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110010011001101001001110011000011000111101011110011100001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100100110011010010011100110000110001111010111100111000010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011001001100110100100111001100001100011110101111001110000101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110010011001101001001110011000011000111101011110011100001010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100100110011010010011100110000110001111010111100111000010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001001100110100100111001100001100011110101111001110000101000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010011001101001001110011000011000111101011110011100001010000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110011010010011100110000110001111010111100111000010100001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100110100100111001100001100011110101111001110000101000011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011001101001001110011000011000111101011110011100001010000110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110011010010011100110000110001111010111100111000010100001100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110100100111001100001100011110101111001110000101000011000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001101001001110011000011000111101011110011100001010000110001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010010011100110000110001111010111100111000010100001100011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100100111001100001100011110101111001110000101000011000111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001001110011000011000111101011110011100001010000110001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010011100110000110001111010111100111000010100001100011111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100111001100001100011110101111001110000101000011000111111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001001110011000011000111101011110011100001010000110001111110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010011100110000110001111010111100111000010100001100011111101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100111001100001100011110101111001110000101000011000111111011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110011000011000111101011110011100001010000110001111110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100110000110001111010111100111000010100001100011111101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001100001100011110101111001110000101000011000111111011000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011000011000111101011110011100001010000110001111110110000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100110000110001111010111100111000010100001100011111101100001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001100001100011110101111001110000101000011000111111011000010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000011000111101011110011100001010000110001111110110000100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000110001111010111100111000010100001100011111101100001000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001100011110101111001110000101000011000111111011000010001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011000111101011110011100001010000110001111110110000100011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110001111010111100111000010100001100011111101100001000111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100011110101111001110000101000011000111111011000010001111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000111101011110011100001010000110001111110110000100011110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001111010111100111000010100001100011111101100001000111101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100011110101111001110000101000011000111111011000010001111011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111101011110011100001010000110001111110110000100011110110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111010111100111000010100001100011111101100001000111101101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110101111001110000101000011000111111011000010001111011011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101011110011100001010000110001111110110000100011110110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010111100111000010100001100011111101100001000111101101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101111001110000101000011000111111011000010001111011011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011110011100001010000110001111110110000100011110110110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111100111000010100001100011111101100001000111101101100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111001110000101000011000111111011000010001111011011000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110011100001010000110001111110110000100011110110110000111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100111000010100001100011111101100001000111101101100001111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001110000101000011000111111011000010001111011011000011110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011100001010000110001111110110000100011110110110000111101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111000010100001100011111101100001000111101101100001111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110000101000011000111111011000010001111011011000011110111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100001010000110001111110110000100011110110110000111101111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000010100001100011111101100001000111101101100001111011110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000101000011000111111011000010001111011011000011110111101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001010000110001111110110000100011110110110000111101111011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010100001100011111101100001000111101101100001111011110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101000011000111111011000010001111011011000011110111101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010000110001111110110000100011110110110000111101111011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010100001100011111101100001000111101101100001111011110110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000011000111111011000010001111011011000011110111101100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000110001111110110000100011110110110000111101111011000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001100011111101100001000111101101100001111011110110000111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011000111111011000010001111011011000011110111101100001111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110001111110110000100011110110110000111101111011000011110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100011111101100001000111101101100001111011110110000111101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000111111011000010001111011011000011110111101100001111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110001111110110000100011110110110000111101111011000011110111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100011111101100001000111101101100001111011110110000111101111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111111011000010001111011011000011110111101100001111011110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111110110000100011110110110000111101111011000011110111101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111101100001000111101101100001111011110110000111101111011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111011000010001111011011000011110111101100001111011110110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110110000100011110110110000111101111011000011110111101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101100001000111101101100001111011110110000111101111011000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011000010001111011011000011110111101100001111011110110000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110000100011110110110000111101111011000011110111101100001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100001000111101101100001111011110110000111101111011000010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000010001111011011000011110111101100001111011110110000100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000100011110110110000111101111011000011110111101100001001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001000111101101100001111011110110000111101111011000010011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010001111011011000011110111101100001111011110110000100110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100011110110110000111101111011000011110111101100001001100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000111101101100001111011110110000111101111011000010011001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001111011011000011110111101100001111011110110000100110010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011110110110000111101111011000011110111101100001001100101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111101101100001111011110110000111101111011000010011001011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111011011000011110111101100001111011110110000100110010111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110110110000111101111011000011110111101100001001100101110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101101100001111011110110000111101111011000010011001011101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011011000011110111101100001111011110110000100110010111010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110110000111101111011000011110111101100001001100101110100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101100001111011110110000111101111011000010011001011101000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011000011110111101100001111011110110000100110010111010001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110000111101111011000011110111101100001001100101110100011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100001111011110110000111101111011000010011001011101000111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000011110111101100001111011110110000100110010111010001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111101111011000011110111101100001001100101110100011100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001111011110110000111101111011000010011001011101000111000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110111101100001111011110110000100110010111010001110000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111101111011000011110111101100001001100101110100011100000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111011110110000111101111011000010011001011101000111000001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110111101100001111011110110000100110010111010001110000010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101111011000011110111101100001001100101110100011100000101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011110110000111101111011000010011001011101000111000001011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111101100001111011110110000100110010111010001110000010110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111011000011110111101100001001100101110100011100000101100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110110000111101111011000010011001011101000111000001011001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101100001111011110110000100110010111010001110000010110011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011000011110111101100001001100101110100011100000101100111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110000111101111011000010011001011101000111000001011001110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100001111011110110000100110010111010001110000010110011101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000011110111101100001001100101110100011100000101100111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111101111011000010011001011101000111000001011001110111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001111011110110000100110010111010001110000010110011101111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011110111101100001001100101110100011100000101100111011110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111101111011000010011001011101000111000001011001110111100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111011110110000100110010111010001110000010110011101111001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011110111101100001001100101110100011100000101100111011110010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101111011000010011001011101000111000001011001110111100101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011110110000100110010111010001110000010110011101111001011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110111101100001001100101110100011100000101100111011110010110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111011000010011001011101000111000001011001110111100101100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110110000100110010111010001110000010110011101111001011001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101100001001100101110100011100000101100111011110010110011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011000010011001011101000111000001011001110111100101100111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110000100110010111010001110000010110011101111001011001110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100001001100101110100011100000101100111011110010110011101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000010011001011101000111000001011001110111100101100111011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000100110010111010001110000010110011101111001011001110111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001001100101110100011100000101100111011110010110011101111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010011001011101000111000001011001110111100101100111011110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100110010111010001110000010110011101111001011001110111100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001100101110100011100000101100111011110010110011101111001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010011001011101000111000001011001110111100101100111011110010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100110010111010001110000010110011101111001011001110111100101110 || 0 || 1
