xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx || x || x
0000000011100111000000000000000000000000000000001110011100000000 1101101100000101100000000110100000110110110111100111111100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011000001011000000001101000001101101101111001111111000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110000010110000000011010000011011011011110011111110000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101100000101100000000110100000110110110111100111111100000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000001011000000001101000001101101101111001111111000000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000010110000000011010000011011011011110011111110000000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000101100000000110100000110110110111100111111100000000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001011000000001101000001101101101111001111111000000000000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010110000000011010000011011011011110011111110000000000000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101100000000110100000110110110111100111111100000000000001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001011000000001101000001101101101111001111111000000000000010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110000000011010000011011011011110011111110000000000000101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100000000110100000110110110111100111111100000000000001010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000000001101000001101101101111001111111000000000000010101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000000011010000011011011011110011111110000000000000101011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000000110100000110110110111100111111100000000000001010111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000001101000001101101101111001111111000000000000010101111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011010000011011011011110011111110000000000000101011110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000110100000110110110111100111111100000000000001010111101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001101000001101101101111001111111000000000000010101111010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011010000011011011011110011111110000000000000101011110101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110100000110110110111100111111100000000000001010111101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001101000001101101101111001111111000000000000010101111010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010000011011011011110011111110000000000000101011110101000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100000110110110111100111111100000000000001010111101010000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000001101101101111001111111000000000000010101111010100001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000011011011011110011111110000000000000101011110101000010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000110110110111100111111100000000000001010111101010000101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001101101101111001111111000000000000010101111010100001010111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011011011011110011111110000000000000101011110101000010101111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110110110111100111111100000000000001010111101010000101011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001101101101111001111111000000000000010101111010100001010111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011011011011110011111110000000000000101011110101000010101111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110110111100111111100000000000001010111101010000101011110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101101111001111111000000000000010101111010100001010111101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011011110011111110000000000000101011110101000010101111010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110110111100111111100000000000001010111101010000101011110101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101111001111111000000000000010101111010100001010111101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011110011111110000000000000101011110101000010101111010100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110111100111111100000000000001010111101010000101011110101000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101111001111111000000000000010101111010100001010111101010000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110011111110000000000000101011110101000010101111010100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111100111111100000000000001010111101010000101011110101000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001111111000000000000010101111010100001010111101010000000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111110000000000000101011110101000010101111010100000000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111100000000000001010111101010000101011110101000000001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111111000000000000010101111010100001010111101010000000011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111110000000000000101011110101000010101111010100000000111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111100000000000001010111101010000101011110101000000001110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111111000000000000010101111010100001010111101010000000011101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110000000000000101011110101000010101111010100000000111011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100000000000001010111101010000101011110101000000001110110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111000000000000010101111010100001010111101010000000011101101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000000000000101011110101000010101111010100000000111011010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000000000001010111101010000101011110101000000001110110100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000000000010101111010100001010111101010000000011101101000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000000101011110101000010101111010100000000111011010001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000001010111101010000101011110101000000001110110100010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000010101111010100001010111101010000000011101101000100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000000101011110101000010101111010100000000111011010001001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000001010111101010000101011110101000000001110110100010010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000010101111010100001010111101010000000011101101000100100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000101011110101000010101111010100000000111011010001001000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001010111101010000101011110101000000001110110100010010000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010101111010100001010111101010000000011101101000100100000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101011110101000010101111010100000000111011010001001000000000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010111101010000101011110101000000001110110100010010000000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010101111010100001010111101010000000011101101000100100000000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101011110101000010101111010100000000111011010001001000000000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111101010000101011110101000000001110110100010010000000001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111010100001010111101010000000011101101000100100000000011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110101000010101111010100000000111011010001001000000000111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101010000101011110101000000001110110100010010000000001110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010100001010111101010000000011101101000100100000000011100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101000010101111010100000000111011010001001000000000111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010000101011110101000000001110110100010010000000001110011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100001010111101010000000011101101000100100000000011100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000010101111010100000000111011010001001000000000111001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000101011110101000000001110110100010010000000001110011111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001010111101010000000011101101000100100000000011100111111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010101111010100000000111011010001001000000000111001111110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000101011110101000000001110110100010010000000001110011111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001010111101010000000011101101000100100000000011100111111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010101111010100000000111011010001001000000000111001111110011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101011110101000000001110110100010010000000001110011111100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010111101010000000011101101000100100000000011100111111001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101111010100000000111011010001001000000000111001111110011111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011110101000000001110110100010010000000001110011111100111111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111101010000000011101101000100100000000011100111111001111110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111010100000000111011010001001000000000111001111110011111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101000000001110110100010010000000001110011111100111111001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010000000011101101000100100000000011100111111001111110011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100000000111011010001001000000000111001111110011111100111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000000001110110100010010000000001110011111100111111001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000000011101101000100100000000011100111111001111110011111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000000111011010001001000000000111001111110011111100111111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000001110110100010010000000001110011111100111111001111110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011101101000100100000000011100111111001111110011111100111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000111011010001001000000000111001111110011111100111111001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001110110100010010000000001110011111100111111001111110011100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011101101000100100000000011100111111001111110011111100111000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111011010001001000000000111001111110011111100111111001110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110110100010010000000001110011111100111111001111110011100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101101000100100000000011100111111001111110011111100111000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111011010001001000000000111001111110011111100111111001110000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110100010010000000001110011111100111111001111110011100001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101000100100000000011100111111001111110011111100111000010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010001001000000000111001111110011111100111111001110000100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100010010000000001110011111100111111001111110011100001000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000100100000000011100111111001111110011111100111000010001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010001001000000000111001111110011111100111111001110000100010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010010000000001110011111100111111001111110011100001000100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100100000000011100111111001111110011111100111000010001000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001001000000000111001111110011111100111111001110000100010001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010010000000001110011111100111111001111110011100001000100011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100100000000011100111111001111110011111100111000010001000111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001000000000111001111110011111100111111001110000100010001110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000000001110011111100111111001111110011100001000100011101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100000000011100111111001111110011111100111000010001000111010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000000000111001111110011111100111111001110000100010001110100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000001110011111100111111001111110011100001000100011101000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000011100111111001111110011111100111000010001000111010000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000000111001111110011111100111111001110000100010001110100001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000001110011111100111111001111110011100001000100011101000011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000011100111111001111110011111100111000010001000111010000110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111001111110011111100111111001110000100010001110100001100000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110011111100111111001111110011100001000100011101000011000001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100111111001111110011111100111000010001000111010000110000010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111001111110011111100111111001110000100010001110100001100000100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111100111111001111110011100001000100011101000011000001000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111001111110011111100111000010001000111010000110000010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111110011111100111111001110000100010001110100001100000100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111100111111001111110011100001000100011101000011000001000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111001111110011111100111000010001000111010000110000010000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110011111100111111001110000100010001110100001100000100001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100111111001111110011100001000100011101000011000001000011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001111110011111100111000010001000111010000110000010000110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111100111111001110000100010001110100001100000100001101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111001111110011100001000100011101000011000001000011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111110011111100111000010001000111010000110000010000110100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111100111111001110000100010001110100001100000100001101001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111001111110011100001000100011101000011000001000011010010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110011111100111000010001000111010000110000010000110100101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100111111001110000100010001110100001100000100001101001011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001111110011100001000100011101000011000001000011010010110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011111100111000010001000111010000110000010000110100101101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111111001110000100010001110100001100000100001101001011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001111110011100001000100011101000011000001000011010010110100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111100111000010001000111010000110000010000110100101101001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111001110000100010001110100001100000100001101001011010010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110011100001000100011101000011000001000011010010110100101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111100111000010001000111010000110000010000110100101101001011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111001110000100010001110100001100000100001101001011010010110100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110011100001000100011101000011000001000011010010110100101101001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100111000010001000111010000110000010000110100101101001011010010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001110000100010001110100001100000100001101001011010010110100101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011100001000100011101000011000001000011010010110100101101001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111000010001000111010000110000010000110100101101001011010010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110000100010001110100001100000100001101001011010010110100101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001000100011101000011000001000011010010110100101101001011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000010001000111010000110000010000110100101101001011010010110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100010001110100001100000100001101001011010010110100101100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000100011101000011000001000011010010110100101101001011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001000111010000110000010000110100101101001011010010110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100010001110100001100000100001101001011010010110100101100001110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000100011101000011000001000011010010110100101101001011000011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000111010000110000010000110100101101001011010010110000111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010001110100001100000100001101001011010010110100101100001110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100011101000011000001000011010010110100101101001011000011101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000111010000110000010000110100101101001011010010110000111010101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110100001100000100001101001011010010110100101100001110101010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101000011000001000011010010110100101101001011000011101010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010000110000010000110100101101001011010010110000111010101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110100001100000100001101001011010010110100101100001110101010000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101000011000001000011010010110100101101001011000011101010100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000110000010000110100101101001011010010110000111010101000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001100000100001101001011010010110100101100001110101010000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011000001000011010010110100101101001011000011101010100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110000010000110100101101001011010010110000111010101000011111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001100000100001101001011010010110100101100001110101010000111111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011000001000011010010110100101101001011000011101010100001111110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000010000110100101101001011010010110000111010101000011111101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100000100001101001011010010110100101100001110101010000111111011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000001000011010010110100101101001011000011101010100001111110110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000010000110100101101001011010010110000111010101000011111101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000100001101001011010010110100101100001110101010000111111011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001000011010010110100101101001011000011101010100001111110110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010000110100101101001011010010110000111010101000011111101101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001101001011010010110100101100001110101010000111111011010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011010010110100101101001011000011101010100001111110110101101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000110100101101001011010010110000111010101000011111101101011011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001101001011010010110100101100001110101010000111111011010110111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011010010110100101101001011000011101010100001111110110101101110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100101101001011010010110000111010101000011111101101011011101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011010010110100101100001110101010000111111011010110111010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010110100101101001011000011101010100001111110110101101110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101101001011010010110000111010101000011111101101011011101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011010010110100101100001110101010000111111011010110111010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110100101101001011000011101010100001111110110101101110101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101001011010010110000111010101000011111101101011011101011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010010110100101100001110101010000111111011010110111010110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100101101001011000011101010100001111110110101101110101100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011010010110000111010101000011111101101011011101011001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010110100101100001110101010000111111011010110111010110011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101101001011000011101010100001111110110101101110101100110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011010010110000111010101000011111101101011011101011001100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110100101100001110101010000111111011010110111010110011001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101001011000011101010100001111110110101101110101100110011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010010110000111010101000011111101101011011101011001100110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110100101100001110101010000111111011010110111010110011001100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101001011000011101010100001111110110101101110101100110011001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010010110000111010101000011111101101011011101011001100110011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100101100001110101010000111111011010110111010110011001100110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1001011000011101010100001111110110101101110101100110011001100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0010110000111010101000011111101101011011101011001100110011001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100001110101010000111111011010110111010110011001100110011001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011000011101010100001111110110101101110101100110011001100110011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110000111010101000011111101101011011101011001100110011001100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1100001110101010000111111011010110111010110011001100110011001101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011101010100001111110110101101110101100110011001100110011010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111010101000011111101101011011101011001100110011001100110101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001110101010000111111011010110111010110011001100110011001101011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011101010100001111110110101101110101100110011001100110011010110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010101000011111101101011011101011001100110011001100110101100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101010000111111011010110111010110011001100110011001101011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101010100001111110110101101110101100110011001100110011010110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010101000011111101101011011101011001100110011001100110101100011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101010000111111011010110111010110011001100110011001101011000110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010100001111110110101101110101100110011001100110011010110001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101000011111101101011011101011001100110011001100110101100011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010000111111011010110111010110011001100110011001101011000110000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0100001111110110101101110101100110011001100110011010110001100001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1000011111101101011011101011001100110011001100110101100011000011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0000111111011010110111010110011001100110011001101011000110000111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0001111110110101101110101100110011001100110011010110001100001111 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0011111101101011011101011001100110011001100110101100011000011110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111111011010110111010110011001100110011001101011000110000111100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111110110101101110101100110011001100110011010110001100001111001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111101101011011101011001100110011001100110101100011000011110010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1111011010110111010110011001100110011001101011000110000111100100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110110101101110101100110011001100110011010110001100001111001001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101101011011101011001100110011001100110101100011000011110010011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011010110111010110011001100110011001101011000110000111100100110 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110101101110101100110011001100110011010110001100001111001001100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011011101011001100110011001100110101100011000011110010011000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010110111010110011001100110011001101011000110000111100100110001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101101110101100110011001100110011010110001100001111001001100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011011101011001100110011001100110101100011000011110010011000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0110111010110011001100110011001101011000110000111100100110001010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101110101100110011001100110011010110001100001111001001100010100 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1011101011001100110011001100110101100011000011110010011000101000 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0111010110011001100110011001101011000110000111100100110001010001 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1110101100110011001100110011010110001100001111001001100010100010 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1101011001100110011001100110101100011000011110010011000101000101 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 1010110011001100110011001101011000110000111100100110001010001011 || 0 || 1
0000000011100111000000000000000000000000000000001110011100000000 0101100110011001100110011010110001100001111001001100010100010110 || 0 || 1
